 
                                                                                                                                                                                                                                               
7,0.001509,0                                                                                                                                                                                                                                                  
7,0.040472,1                                                                                                                                                                                                                                                  
7,0.105016,2                                                                                                                                                                                                                                                  
7,0.981294,3                                                                                                                                                                                                                                                  
7,2.964572,4                                                                                                                                                                                                                                                  
7,275.326764,7                                                                                                                                                                                                                                                
7,24.780935,5                                                                                                                                                                                                                                                 
7,65.0155,6

8,0.001919,0                                                                                                                                                                                                                                                  
8,0.065474,1                                                                                                                                                                                                                                                  
8,0.177707,2                                                                                                                                                                                                                                                  
8,2.450312,3                                                                                                                                                                                                                                                  
8,4.086728,4                                                                                                                                                                                                                                                  
8,61.648528,5

9,0.00219,0                                                                                                                                                                                                                                                   
9,0.092096,1                                                                                                                                                                                                                                                  
9,0.258312,2                                                                                                                                                                                                                                                  
9,4.308747,3                                                                                                                                                                                                                                                  
9,11.004709,4                                                                                                                                                                                                                                                 
9,156.603267,5

10,0.002732,0                                                                                                                                                                                                                                                 
10,0.156349,1                                                                                                                                                                                                                                                 
10,0.43821,2                                                                                                                                                                                                                                                  
10,10.091523,3                                                                                                                                                                                                                                                
10,30.180629,4

11,0.001715,0                                                                                                                                                                                                                                                 
11,0.122857,1                                                                                                                                                                                                                                                 
11,0.331959,2                                                                                                                                                                                                                                                 
11,9.745012,3                                                                                                                                                                                                                                                 
11,35.619914,4

12,0.002468,0                                                                                                                                                                                                                                                 
12,0.198049,1                                                                                                                                                                                                                                                 
12,0.590582,2                                                                                                                                                                                                                                                 
12,21.212868,3

13,0.00274,0                                                                                                                                                                                                                                                  
13,0.25848,1                                                                                                                                                                                                                                                  
13,0.759457,2                                                                                                                                                                                                                                                 
13,35.88144,3

14,0.002587,0                                                                                                                                                                                                                                                 
14,0.316537,1                                                                                                                                                                                                                                                 
14,1.13253,2                                                                                                                                                                                                                                                  
14,52.225242,3

15,0.002792,0                                                                                                                                                                                                                                                 
15,0.399899,1                                                                                                                                                                                                                                                 
15,1.462998,2                                                                                                                                                                                                                                                 
15,87.677915,3 

16,0.004078,0                                                                                                                                                                                                                                                 
16,0.535808,1                                                                                                                                                                                                                                                 
16,1.647061,2                                                                                                                                                                                                                                                 
16,103.405241,3

17,0.006594,0                                                                                                                                                                                                                                                 
17,0.79297,1                                                                                                                                                                                                                                                  
17,1.987018,2                                                                                                                                                                                                                                                 
17,145.74787,3

18,0.004633,0                                                                                                                                                                                                                                                 
18,0.914192,1                                                                                                                                                                                                                                                 
18,2.660877,2                                                                                                                                                                                                                                                 
18,244.369525,3

19,0.004723,0                                                                                                                                                                                                                                                 
19,1.031601,1                                                                                                                                                                                                                                                 
19,4.251809,2

20,0.005122,0                                                                                                                                                                                                                                                 
20,1.28012,1                                                                                                                                                                                                                                                  
20,4.417656,2

21,0.006715,0                                                                                                                                                                                                                                                 
21,1.699,1                                                                                                                                                                                                                                                    
21,5.299141,2

22,0.011024,0                                                                                                                                                                                                                                                 
22,3.739064,1                                                                                                                                                                                                                                                 
22,9.739037,2

23,0.006593,0                                                                                                                                                                                                                                                 
23,3.414663,1                                                                                                                                                                                                                                                 
23,10.415438,2

24,0.014305,0                                                                                                                                                                                                                                                 
24,5.035522,1                                                                                                                                                                                                                                                 
24,10.26186,2

25,0.013936,0                                                                                                                                                                                                                                                 
25,6.057868,1                                                                                                                                                                                                                                                 
25,18.681586,2

26,0.018535,0                                                                                                                                                                                                                                                 
26,5.547386,1                                                                                                                                                                                                                                                 
26,16.396672,2  
